"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"56","1","16-May","Sim #26","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"57","1","15-May","Sim #25","G","","","","G","G","G","F","G","G","G","F","G","G","G","G","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"58","1","15-May","Sim #24","F","G","F","G","G","G","","F","F","F","U","G","F","G","","F","","","","","","","","","G","","","","","G","","G","","G","","G","G","G","G","","","","","","","","","","","","","","","F","","","","F","G","F","U","","U","","U","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"59","1","14-May","Sim #23","G","","G","","G","F","","G","F","F","F","F","F","G","G","G","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"60","1","14-May","Flight #12","G","G","G","G","G","G","G","G","G","G","F","G","G","G","G","G","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"61","1","11-May","Sim #22","G","G","G","G","G","G","G","E","G","G","F","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","G","","G","G","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"62","1","11-May","Sim #21","G","G","F","","F","F","","F","F","F","F","F","F","F","F","F","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"63","1","10-May","Sim #20","G","G","G","G","F","F","G","G","G","G","G","G","G","G","G","G","","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"64","1","10-May","Flight #11","G","F","F","G","G","F","G","G","G","F","F","F","F","F","G","G","","G","","F","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"65","1","9-May","Sim #19","G","","","","G","G","G","G","G","U","G","F","G","G","F","G","","G","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","E","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"66","1","9-May","Flight #10","G","G","G","G","F","G","F","G","F","G","F","G","F","F","G","G","","NG","","NG","","","","","E","","","","","","","G","","F","","","G","G","","","","","","","","","","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"67","1","8-May","Sim #18","G","G","G","G","F","F","G","G","F","G","G","G","G","F","G","G","","G","","G","","","G","","G","","","","F","","","G","","F","","G","G","","G","","F","","G","","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"68","1","8-May","Sim #17","G","","","","G","F","","F","F","","F","F","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"69","1","7-May","Flight #9","G","F","G","F","G","F","G","U","F","F","F","G","F","F","G","G","","F","","F","","G","","","G","G","","G","","E","","F","","","G","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"70","1","7-May","Sim #16","G","","","F","G","G","G","F","F","","F","F","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"71","1","3-May","Sim #15","F","G","G","F","F","F","G","F","F","G","F","U","U","F","F","F","","","","F","","F","","","","","","","","","","","","","","","","","","","","","","G","","","F","F","G","U","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"72","1","2-May","Flight #8","G","E","G","G","G","F","F","F","G","G","G","G","G","G","G","G","","G","","G","","NG","F","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"73","1","30-Apr","Flight #7","G","F","F","G","F","F","F","F","G","G","G","G","F","F","G","G","","F","","F","","F","","","","","","","","","","","","","","","","","","","","","","G","F","","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"74","1","27-Apr","Sim #14","G","","G","G","G","F","G","F","G","G","F","F","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","G","G","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"75","1","26-Apr","Sim #13","G","","G","F","G","G","F","F","F","G","F","G","F","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"76","1","26-Apr","Sim #12","F","","F","","G","F","","F","F","","F","F","F","F","F","F","","","","G","","","G","","","F","","F","","","","","","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"77","1","25-Apr","Flight #6","G","U","G","G","F","F","F","F","F","G","F","G","F","F","G","G","","F","","G","","","","","G","F","G","F","","","G","","","F","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"78","1","23-Apr","Flight #5","G","G","G","F","G","F","F","F","F","G","G","F","U","F","G","G","","G","","F","","","G","","G","","","","","F","","G","","","F","F","G","","","","","","","","","G","G","F","","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"79","1","20-Apr","Sim #11","G","","","","G","F","F","G","F","","F","G","F","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"80","1","19-Apr","Sim #10","G","","","","F","F","","F","U","F","U","F","U","F","","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"81","1","18-Apr","Sim #9","F","F","F","F","F","F","G","F","U","F","U","F","F","F","F","F","","G","","G","","","","","F","","","","","F","","F","F","F","F","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"82","1","17-Apr","Flight #4","F","U","U","F","U","F","F","F","F","F","U","U","F","F","F","F","","F","F","F","","U","F","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"83","1","16-Apr","Sim #8","F","","F","","F","F","G","F","F","F","F","U","F","F","F","G","","","","G","","","","","","","","","","","","F","G","F","G","G","F","","U","","","","","","G","F","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"84","1","13-Apr","Sim #7","F","","F","U","F","U","","U","F","F","U","U","U","U","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","U","U","","U","","U","U","U","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"85","1","12-Apr","Flight #3","F","F","F","F","G","F","F","F","F","F","G","F","F","F","F","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"86","1","11-Apr","Sim #6","G","NG","F","NG","F","F","NG","F","F","G","F","F","F","F","F","G","","F","","F","","G","F","","G","","","","G","F","G","G","F","F","F","G","F","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"87","1","10-Apr","Sim #4","F","","","","F","U","","F","F","","","U","U","U","F","F","","","","","","","","","","","","","","","","","","","","","","","","","F","","F","","","G","","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"88","1","9-Apr","Flight #2","U","F","F","U","U","U","U","F","U","U","F","U","U","U","U","F","","","","NG","","","","","F","F","","F","F","","","","","","","","","","","","","","","","","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"89","1","6-Apr","Sim #5 ","F","F","G","F","F","F","F","F","F","F","F","U","F","F","F","G","","G","","G","","","","","F","F","F","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"90","1","6-Apr","Sim #1","F","F","F","F","F","F","F","U","F","F","F","F","U","U","F","F","","F","F","F","","F","","","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"91","1","4-Apr","Flight #1","U","F","U","U","U","U","F","U","U","F","U","U","U","U","U","U","","","U","U","","U","","","F","F","NG","F","","","F","NG","NG","U","U","","","F","","","","","","","","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
